"ID","NAME"
457,"Sierakowice  "
458,"Police"
459,"Kalisz"
460,"Świdnica"
461,"Gubin"
462,"Strzelce Opolskie"
463,"Puławy"
464,"Zamość"
465,"Łowicz"
466,"Tomaszów Mazowiecki"
467,"Rzeszów"
468,"Katowice"
469,"Zambrów"
470,"Police"
471,"Stalowa Wola"
472,"Rypin "
473,"Gdańsk"
474,"Kostrzyn"
475,"Radomsko"
476,"Hajnówka"
477,"Toruń"
478,"Rokietnica  "
479,"Tłuszcz"
480,"Zielona Góra"
481,"Bełchatów"
482,"Nowogard"
483,"Zakopane"
484,"Kraśnik"
485,"Stargard"
486,"Łódź"
487,"Brodnica"
488,"Świeszyno "
489,"Oleśnica"
490,"Mińsk Mazowiecki"
491,"Kalisz"
492,"Sieradz"
493,"Łowicz"
494,"Rzeszów"
495,"Chełm "
496,"Pawłowice"
497,"Opole"
498,"Sierakowice  "
499,"Radomsko"
500,"Stalowa Wola"
501,"Chojnice"
502,"Zielona Góra"
503,"Puławy"
504,"Grajewo"
505,"Łowicz"
506,"Działdowo"
507,"Bieliny"
508,"Sieradz"
509,"Skierniewice"
510,"Lubin"
511,"Żagań "
512,"Kalisz"
513,"Kędzierzyn-Koźle"
514,"Białystok"
515,"Lubin"
516,"Koszalin"
517,"Krasnystaw"
518,"Skierniewice"
519,"Mińsk Mazowiecki"
520,"Lubartów"
521,"Dobrzeń Wielki "
522,"Hrubieszów"
523,"Końskie"
524,"Lubartów"
525,"Chrzanów"
526,"Chełm "
527,"Długołęka"
528,"Krosno"
529,"Krasnystaw"
530,"Bielsko-Biała"
531,"Katowice"
532,"Goleniów"
533,"Grudziądz"
534,"Hrubieszów"
535,"Kurzętnik  "
536,"Ostróda"
537,"Brzeg"
538,"Staszów"
539,"Dębica"
540,"Krasne  "
541,"Kętrzyn"
542,"Małkinia Górna "
543,"Starogard Gdański"
544,"Bełchatów"
545,"Rokietnica  "
546,"Ustronie Morskie"
547,"Mońki"
548,"Chrzanów"
549,"Gorzów Wielkopolski"
550,"Dęblin"
551,"Łęczna"
552,"Wejherowo"
553,"Rokietnica  "
554,"Andrespol"
555,"Kraków"
556,"Chełm "
557,"Gubin"
558,"Sieradz"
559,"Gorlice"
560,"Ksawerów  "
561,"Lubin"
562,"Ostróda"
563,"Gdańsk"
564,"Police"
565,"Chełm "
566,"Słupsk"
567,"Białystok"
568,"Września"
569,"Łowicz"
570,"Oleśnica"
571,"Reda"
572,"Kraków"
573,"Olesno"
574,"Krasne  "
575,"Ełk"
576,"Staszów"
577,"Olesno"
578,"Jarosław"
579,"Luzino  "
580,"Tomaszów Mazowiecki"
581,"Gdynia"
582,"Nowy Targ"
583,"Miedziana Góra "
584,"Lubin"
585,"Świecie"
586,"Kluczbork"
587,"Opole"
588,"Sosnowiec"
589,"Żagań "
590,"Łomża"
591,"Bielsko-Biała"
592,"Nowy Targ"
593,"Wrocław"
594,"Stargard"
595,"Biała Podlaska"
596,"Siedlce"
597,"Sulechów"
598,"Zgierz"
599,"Szczytno"
600,"Żagań "
601,"Szczytno"
602,"Skierniewice"
603,"Skarżysko-Kamienna"
604,"Wejherowo"
605,"Sopot"
606,"Małkinia Górna "
607,"Tarnów"
608,"Tychy"
609,"Koszalin"
610,"Rumia"
611,"Sławno"
612,"Elbląg"
613,"Otwock"
614,"Kętrzyn"
615,"Zakopane"
616,"Oświęcim"
617,"Dęblin"
618,"Kluczbork"
619,"Zielona Góra"
620,"Tarnów Opolski "
621,"Bolesławiec"
622,"Busko-Zdrój"
623,"Września"
624,"Przytoczna"
625,"Oleśnica"
626,"Radomsko"
627,"Niemce"
628,"Legnica"
629,"Augustów"
630,"Sanok"
631,"Kutno"
632,"Oświęcim"
633,"Ełk"
634,"Świeszyno "
635,"Olsztyn"
636,"Jelenia Góra"
637,"Siemiatycze"
638,"Śrem"
639,"Łódź"
640,"Gryfino"
641,"Luzino  "
642,"Unisław "
643,"Olesno"
644,"Dęblin"
645,"Bieliny"
646,"Hajnówka"
647,"Września"
648,"Gorzyce  "
649,"Tychy"
650,"Hrubieszów"
651,"Unisław "
652,"Kostrzyn"
653,"Miedziana Góra "
654,"Świnoujście"
655,"Nysa"
656,"Września"
657,"Sulechów"
658,"Unisław "
659,"Aleksandrów"
660,"Oława"
661,"Radom"
662,"Ustronie Morskie"
663,"Jarosław"
664,"Piotrków Trybunalski"
665,"Oława"
666,"Gorlice"
667,"Częstochowa"
668,"Przemyśl"
669,"Chełmno"
670,"Łowicz"
671,"Zakopane"
672,"Tarnobrzeg"
673,"Iława"
674,"Chojnice"
675,"Końskie"
676,"Piła"
677,"Kołobrzeg"
678,"Pruszków"
679,"Piaseczno"
680,"Krosno"
681,"Sierakowice  "
682,"Świnoujście"
683,"Pawłowice"
684,"Poznań"
685,"Piaseczno"
686,"Łódź"
687,"Dobrzeń Wielki "
688,"Nowa Sól"
689,"Ostrów Wielkopolski"
690,"Śrem"
691,"Koszalin"
692,"Zielonki "
693,"Nowa Sól"
694,"Ruda Śląska"
695,"Przemyśl"
696,"Dębica"
697,"Zakopane"
698,"Ełk"
699,"Lisia Góra "
700,"Międzyrzecz"
701,"Lidzbark Warmiński"
702,"Legnica"
703,"Grudziądz"
704,"Suwałki"
705,"Kurzętnik  "
706,"Legnica"
707,"Nakło nad Notecią"
708,"Pawłowice"
709,"Gorzów Wielkopolski"
710,"Radom"
711,"Kraśnik"
712,"Andrespol"
713,"Ostróda"
714,"Ruda Śląska"
715,"Gubin"
716,"Suwałki"
717,"Unisław "
718,"Koszalin"
719,"Sieradz"
720,"Ksawerów  "
721,"Puławy"
722,"Stargard"
723,"Brzeg"
724,"Olsztyn"
725,"Długołęka"
726,"Bytom"
727,"Tomaszów Mazowiecki"
728,"Katowice"
729,"Białystok"
730,"Radomsko"
731,"Police"
732,"Kędzierzyn-Koźle"
733,"Ostrowiec Świętokrzyski"
734,"Sosnowiec"
735,"Lubartów"
736,"Sierakowice  "
737,"Działdowo"
738,"Gdańsk"
739,"Nysa"
740,"Pińczów"
741,"Grajewo"
742,"Gorlice"
743,"Kostrzyn"
744,"Opole"
745,"Miedziana Góra "
746,"Zgierz"
747,"Sieradz"
748,"Kurzętnik  "
749,"Rzeszów"
750,"Kielce"
751,"Rumia"
752,"Radom"
753,"Czernikowo "
754,"Kraśnik"
755,"Kraśnik"
756,"Tarnów Opolski "
757,"Sandomierz"
758,"Sieradz"
759,"Starachowice"
760,"Płock"
761,"Andrespol"
762,"Przemyśl"
763,"Aleksandrów"
764,"Nowy Sącz"
765,"Krasnystaw"
766,"Ustronie Morskie"
767,"Płock"
768,"Zamość"
769,"Poznań"
770,"Rypin "
771,"Ksawerów  "
772,"Łódź"
773,"Kluczbork"
774,"Nowy Targ"
775,"Mińsk Mazowiecki"
776,"Krosno"
777,"Łomża"
778,"Sanok"
779,"Suwałki"
780,"Gdynia"
781,"Kluczbork"
782,"Suwałki"
783,"Radomsko"
784,"Brzeg"
785,"Gliwice"
786,"Staszów"
787,"Andrespol"
788,"Ełk"
789,"Busko-Zdrój"
790,"Kraśnik"
791,"Sulechów"
792,"Bełchatów"
793,"Kołobrzeg"
794,"Łomża"
795,"Mońki"
796,"Iława"
797,"Tarnów Opolski "
798,"Gorzów Wielkopolski"
799,"Przemyśl"
800,"Niemce"
801,"Jasło"
802,"Iława"
803,"Gorzyce  "
804,"Kędzierzyn-Koźle"
805,"Raczki  "
806,"Radom"
807,"Dywity  "
808,"Oświęcim"
809,"Zielona Góra"
810,"Pruszków"
811,"Jabłonna  "
812,"Ksawerów  "
813,"Mińsk Mazowiecki"
814,"Legionowo"
815,"Kozy  "
41,"Wrocław"
42,"Gliwice"
43,"Krosno"
44,"Brzeg"
45,"Rawicz"
46,"Kołobrzeg"
47,"Komorniki  "
48,"Police"
49,"Ustronie Morskie"
50,"Chrzanów"
51,"Żagań "
52,"Goleniów"
53,"Zakopane"
54,"Raczki  "
55,"Zielona Góra"
56,"Ustronie Morskie"
57,"Aleksandrów"
58,"Kluczbork"
59,"Małkinia Górna "
60,"Inowrocław "
61,"Bydgoszcz"
62,"Grudziądz"
63,"Olsztyn"
64,"Wieliczka"
65,"Bielany Wrocławskie "
66,"Siemiatycze"
67,"Kurzętnik  "
68,"Olesno"
69,"Poznań"
70,"Elbląg"
71,"Radomsko"
72,"Głogów"
73,"Siedlce"
74,"Śrem"
75,"Stalowa Wola"
76,"Szczytno"
77,"Gdynia"
78,"Ełk"
79,"Świdnica"
80,"Długołęka"
81,"Końskie"
82,"Toruń"
83,"Zamość"
84,"Inowrocław "
85,"Lisia Góra "
86,"Gubin"
87,"Słupsk"
88,"Unisław "
89,"Zabrze"
90,"Zambrów"
91,"Starogard Gdański"
92,"Kętrzyn"
93,"Pruszków"
94,"Stalowa Wola"
95,"Sierakowice  "
96,"Gniezno"
97,"Bełchatów"
98,"Pińczów"
99,"Pińczów"
100,"Gorzów Wielkopolski"
101,"Oleśnica"
102,"Pruszków"
103,"Starogard Gdański"
104,"Skawina"
105,"Toruń"
106,"Gorzów Wielkopolski"
107,"Zambrów"
108,"Nowa Sól"
109,"Nowy Sącz"
110,"Siedlce"
111,"Ostrowiec Świętokrzyski"
112,"Świeszyno "
113,"Płock"
114,"Jędrzejów"
115,"Namysłów"
116,"Koszalin"
117,"Raczki  "
118,"Kalisz"
119,"Krosno"
120,"Przytoczna"
121,"Białystok"
122,"Bieliny"
123,"Pawłowice"
124,"Pruszków"
125,"Aleksandrów"
126,"Inowrocław "
127,"Ruda Śląska"
128,"Augustów"
129,"Zgierz"
130,"Tarnów"
131,"Sandomierz"
132,"Warszawa"
133,"Bielsko-Biała"
134,"Kraków"
135,"Kielce"
136,"Głogów"
137,"Mielec"
138,"Głogówek"
139,"Sopot"
140,"Poznań"
141,"Mielec"
142,"Pińczów"
143,"Grajewo"
144,"Legnica"
145,"Bielsko-Biała"
146,"Raczki  "
147,"Działdowo"
148,"Kielce"
149,"Kozy  "
150,"Iława"
151,"Chrzanów"
152,"Komorniki  "
153,"Słońsk"
154,"Zambrów"
155,"Piła"
156,"Olsztyn"
157,"Ostrów Wielkopolski"
158,"Aleksandrów"
159,"Kostrzyn"
160,"Nakło nad Notecią"
161,"Jasło"
162,"Zamość"
163,"Gubin"
164,"Aleksandrów"
165,"Jarosław"
166,"Dębica"
167,"Łęczna"
168,"Kraśnik"
169,"Włocławek"
170,"Małkinia Górna "
171,"Jasło"
172,"Wałbrzych"
173,"Małkinia Górna "
174,"Kutno"
175,"Konin"
176,"Starachowice"
177,"Bolesławiec"
178,"Brzeg"
179,"Świnoujście"
180,"Nakło nad Notecią"
181,"Tczew"
182,"Grajewo"
183,"Biała Podlaska"
184,"Brzeg"
185,"Świeszyno "
186,"Kraków"
187,"Bartoszyce"
188,"Nowogard"
189,"Grajewo"
190,"Brzeg"
191,"Włocławek"
192,"Strzelce Opolskie"
193,"Busko-Zdrój"
194,"Lubin"
195,"Świeszyno "
196,"Nysa"
197,"Skawina"
198,"Legnica"
199,"Raczki  "
200,"Dęblin"
201,"Pińczów"
202,"Mońki"
203,"Przemyśl"
204,"Unisław "
205,"Krasnystaw"
206,"Starachowice"
207,"Goleniów"
208,"Świdnica"
209,"Kołobrzeg"
210,"Sulechów"
211,"Katowice"
212,"Oleśnica"
213,"Siedlce"
214,"Aleksandrów"
215,"Czernikowo "
216,"Ksawerów  "
217,"Stargard"
218,"Legionowo"
219,"Rawicz"
220,"Zielona Góra"
221,"Kędzierzyn-Koźle"
222,"Gorlice"
223,"Czernikowo "
224,"Oleśnica"
225,"Zielonki "
226,"Zielonki "
227,"Luzino  "
228,"Jarosław"
229,"Sławno"
230,"Piaseczno"
231,"Jasło"
232,"Augustów"
233,"Żagań "
234,"Pruszków"
235,"Opole"
236,"Bełchatów"
237,"Ostrowiec Świętokrzyski"
238,"Katowice"
239,"Gliwice"
240,"Jarosław"
241,"Śrem"
242,"Nakło nad Notecią"
243,"Działdowo"
244,"Raczki  "
245,"Mielec"
246,"Ruda Śląska"
247,"Gródek "
248,"Żagań "
249,"Kostrzyn"
250,"Puławy"
251,"Bolesławiec"
252,"Długołęka"
253,"Zakopane"
254,"Bolesławiec"
255,"Bielsko-Biała"
256,"Sierakowice  "
257,"Luzino  "
258,"Ełk"
259,"Chełm "
260,"Sanok"
261,"Niemce"
262,"Rumia"
263,"Sierakowice  "
264,"Opole"
265,"Gorzyce  "
266,"Stargard"
267,"Nysa"
268,"Tłuszcz"
269,"Głogów"
270,"Unisław "
271,"Częstochowa"
272,"Legnica"
273,"Toruń"
274,"Namysłów"
275,"Lubin"
276,"Tarnów Opolski "
277,"Kurzętnik  "
278,"Łódź"
279,"Słońsk"
280,"Piaseczno"
281,"Katowice"
282,"Kielce"
283,"Nowa Sól"
284,"Legionowo"
285,"Prudnik"
286,"Pawłowice"
287,"Końskie"
288,"Jasło"
289,"Nowy Targ"
290,"Rumia"
291,"Ostróda"
292,"Gorlice"
293,"Nowy Targ"
294,"Aleksandrów"
295,"Kozy  "
296,"Oława"
297,"Wrocław"
298,"Łowicz"
299,"Sierakowice  "
300,"Tczew"
301,"Oleśnica"
302,"Brzeg"
303,"Chełmno"
304,"Kędzierzyn-Koźle"
305,"Brzeg"
306,"Legionowo"
307,"Kluczbork"
308,"Zgierz"
309,"Kraśnik"
310,"Ustronie Morskie"
311,"Skierniewice"
312,"Pawłowice"
313,"Pińczów"
314,"Olsztyn"
315,"Kozy  "
316,"Chrzanów"
317,"Grajewo"
318,"Szczytno"
319,"Łęczna"
320,"Oświęcim"
321,"Żagań "
322,"Rumia"
323,"Namysłów"
324,"Skarżysko-Kamienna"
325,"Włocławek"
326,"Zielonki "
327,"Grajewo"
328,"Piła"
329,"Chełmno"
330,"Koszalin"
331,"Biała Podlaska"
332,"Namysłów"
333,"Płock"
334,"Grudziądz"
335,"Zambrów"
336,"Warszawa"
337,"Pińczów"
338,"Śrem"
339,"Starogard Gdański"
340,"Katowice"
341,"Września"
342,"Łęczna"
343,"Augustów"
344,"Nowa Sól"
345,"Elbląg"
346,"Sławno"
347,"Police"
348,"Skierniewice"
974,"Rzeszów"
975,"Ksawerów  "
976,"Białystok"
977,"Poznań"
978,"Opole"
979,"Opole"
980,"Tarnobrzeg"
981,"Września"
982,"Gliwice"
983,"Suwałki"
984,"Przemyśl"
985,"Katowice"
986,"Skarżysko-Kamienna"
987,"Hajnówka"
988,"Sierakowice  "
989,"Siemiatycze"
990,"Pruszków"
991,"Wieliczka"
992,"Chełmno"
993,"Luzino  "
994,"Sierakowice  "
995,"Dębica"
996,"Zgierz"
997,"Sandomierz"
998,"Sierakowice  "
999,"Jasło"
1000,"Piła"
1001,"Dobrzeń Wielki "
1002,"Prudnik"
1003,"Gorzów Wielkopolski"
1004,"Lubartów"
1005,"Olsztyn"
1006,"Skarżysko-Kamienna"
1007,"Krasne  "
1008,"Olesno"
1009,"Bełchatów"
1010,"Głogówek"
1011,"Miedziana Góra "
1012,"Ostrów Wielkopolski"
1013,"Reda"
1014,"Gdańsk"
1015,"Gorzów Wielkopolski"
1016,"Zakopane"
1017,"Strzelce Opolskie"
1018,"Kurzętnik  "
1019,"Bielsko-Biała"
1020,"Niemce"
1021,"Gryfino"
1022,"Iława"
1023,"Sopot"
1024,"Olesno"
1025,"Częstochowa"
1026,"Sieradz"
1027,"Szczecin"
1028,"Kraśnik"
1029,"Krasnystaw"
1030,"Skierniewice"
1031,"Mielec"
1032,"Łęczna"
1033,"Sopot"
1034,"Zielona Góra"
1035,"Mińsk Mazowiecki"
1036,"Międzyrzecz"
1037,"Lubartów"
1038,"Gniezno"
1039,"Sieradz"
1040,"Toruń"
1041,"Dobrzeń Wielki "
1042,"Świnoujście"
1043,"Sosnowiec"
1044,"Bydgoszcz"
1045,"Oława"
1046,"Unisław "
1047,"Bytom"
1048,"Gniezno"
1049,"Prudnik"
1050,"Śrem"
1051,"Iława"
1052,"Iława"
1053,"Aleksandrów"
1054,"Kołobrzeg"
1055,"Ustronie Morskie"
1056,"Kostrzyn"
1057,"Czernikowo "
1058,"Sieradz"
1059,"Inowrocław "
1060,"Koszalin"
1061,"Starogard Gdański"
1062,"Legnica"
1063,"Siedlce"
1064,"Płock"
1065,"Tychy"
1066,"Kostrzyn"
1067,"Gródek "
1068,"Grajewo"
1069,"Jędrzejów"
1070,"Gorlice"
1071,"Końskie"
1072,"Stargard"
1073,"Gliwice"
1074,"Kozy  "
1075,"Nysa"
1076,"Kołobrzeg"
1077,"Jabłonna  "
1078,"Busko-Zdrój"
1079,"Września"
1080,"Jasło"
1081,"Nakło nad Notecią"
1082,"Poznań"
1083,"Reda"
1084,"Gryfino"
1085,"Zakopane"
1086,"Tychy"
1087,"Kurzętnik  "
1088,"Nowy Sącz"
1089,"Piotrków Trybunalski"
1090,"Iława"
1091,"Gdańsk"
1092,"Nowy Targ"
1093,"Ruda Śląska"
1094,"Mielec"
1095,"Puławy"
1096,"Iława"
1097,"Rybnik"
1098,"Otwock"
1099,"Włocławek"
1100,"Zabrze"
1101,"Kurzętnik  "
1102,"Rokietnica  "
1103,"Śrem"
1104,"Pawłowice"
1105,"Tczew"
1106,"Ostrów Wielkopolski"
1107,"Dębica"
1108,"Wrocław"
1109,"Konin"
1110,"Długołęka"
1111,"Żagań "
1112,"Jarosław"
1113,"Chojnice"
1114,"Ełk"
1115,"Łomża"
1116,"Mońki"
1117,"Skarżysko-Kamienna"
1118,"Świeszyno "
1119,"Gródek "
1120,"Kraśnik"
1121,"Jelenia Góra"
1122,"Słupsk"
1123,"Gniezno"
1124,"Rzeszów"
1125,"Goleniów"
1126,"Piotrków Trybunalski"
1127,"Głogówek"
1128,"Działdowo"
1129,"Katowice"
1130,"Ostrowiec Świętokrzyski"
1131,"Starachowice"
1132,"Tczew"
1133,"Sulechów"
1134,"Gubin"
1135,"Bieliny"
1136,"Zielonki "
1137,"Kurzętnik  "
1138,"Tarnów Opolski "
1139,"Gdańsk"
1140,"Kętrzyn"
1141,"Starachowice"
1142,"Słubice"
1143,"Gliwice"
1144,"Dobrzeń Wielki "
1145,"Kostrzyn"
1146,"Kluczbork"
1147,"Oświęcim"
1148,"Mielec"
1149,"Dobrzeń Wielki "
1150,"Suwałki"
1151,"Konin"
1152,"Zabrze"
1153,"Jasło"
1154,"Międzyrzecz"
1155,"Krosno"
1156,"Szczytno"
1157,"Augustów"
1158,"Dobrzeń Wielki "
1159,"Bytom"
1160,"Unisław "
1161,"Komorniki  "
1162,"Małkinia Górna "
1163,"Wałbrzych"
1164,"Konin"
1165,"Brodnica"
1166,"Kurzętnik  "
1167,"Komorniki  "
1168,"Tłuszcz"
1169,"Oleśnica"
1170,"Grudziądz"
1171,"Zabrze"
1172,"Oleśnica"
1173,"Otwock"
1174,"Wieliczka"
1175,"Puławy"
1176,"Wejherowo"
1177,"Dobrzeń Wielki "
1178,"Bieliny"
1179,"Nowa Sól"
1180,"Prudnik"
1181,"Nakło nad Notecią"
1182,"Czernikowo "
1183,"Katowice"
1184,"Wieliczka"
1185,"Oświęcim"
1186,"Ostróda"
1187,"Gdańsk"
1188,"Koszalin"
1189,"Hajnówka"
1190,"Piła"
1191,"Świeszyno "
1192,"Jelenia Góra"
1193,"Kędzierzyn-Koźle"
1194,"Sławno"
1195,"Radom"
1196,"Poznań"
1197,"Bydgoszcz"
1198,"Kluczbork"
1199,"Biała Podlaska"
1200,"Zielonki "
1201,"Krasne  "
1202,"Szczytno"
1203,"Pińczów"
1204,"Rawicz"
1205,"Zabrze"
1206,"Bolesławiec"
1207,"Żary"
1208,"Oława"
1209,"Stargard"
1210,"Niemce"
1211,"Jarosław"
1212,"Kraków"
1213,"Otwock"
1214,"Pawłowice"
1215,"Sopot"
1216,"Nysa"
1217,"Jelenia Góra"
1218,"Chojnice"
1219,"Dęblin"
1220,"Śrem"
1221,"Rawicz"
1222,"Biała Podlaska"
1223,"Zabrze"
1224,"Dobrzeń Wielki "
1225,"Rokietnica  "
1226,"Dęblin"
1227,"Kluczbork"
1228,"Gdynia"
1229,"Sierakowice  "
1230,"Chełm "
1231,"Strzelce Opolskie"
1232,"Starogard Gdański"
1233,"Szczytno"
1234,"Kutno"
1235,"Ełk"
1236,"Legionowo"
1237,"Pawłowice"
1238,"Stargard"
1239,"Mońki"
1240,"Rzeszów"
1241,"Świeszyno "
1242,"Bydgoszcz"
1243,"Kluczbork"
1244,"Pawłowice"
1245,"Siemiatycze"
1246,"Aleksandrów"
1247,"Wejherowo"
1248,"Nowa Sól"
1249,"Iława"
1250,"Ełk"
1251,"Gorlice"
1252,"Sulechów"
1253,"Dobrzeń Wielki "
1254,"Ostrowiec Świętokrzyski"
1255,"Częstochowa"
1256,"Działdowo"
1257,"Długołęka"
1258,"Brzeg"
1259,"Raczki  "
1260,"Krasnystaw"
1261,"Wałbrzych"
1262,"Nowogard"
1263,"Świecie"
1264,"Toruń"
1265,"Chrzanów"
1266,"Zielonki "
1267,"Kołobrzeg"
1268,"Zielonki "
1269,"Kluczbork"
1270,"Ełk"
1271,"Staszów"
1272,"Niemce"
1273,"Ostróda"
1274,"Zielona Góra"
1275,"Rybnik"
1276,"Reda"
1277,"Chojnice"
1278,"Krasne  "
1279,"Przemyśl"
1280,"Skierniewice"
1281,"Świdnica"
1282,"Szczecin"
1283,"Ustronie Morskie"
1284,"Gorzyce  "
1285,"Stalowa Wola"
1286,"Gubin"
1603,"Unisław "
1604,"Starogard Gdański"
1605,"Jarosław"
1606,"Gdańsk"
1607,"Piła"
1608,"Miedziana Góra "
1609,"Gniezno"
1610,"Tczew"
1611,"Nowy Sącz"
1612,"Opole"
1613,"Sandomierz"
1614,"Prudnik"
1615,"Tarnów"
1616,"Głogówek"
1617,"Chrzanów"
1618,"Tczew"
1619,"Świnoujście"
1620,"Ostrowiec Świętokrzyski"
1621,"Siemiatycze"
1622,"Zielona Góra"
1623,"Wieliczka"
1624,"Bartoszyce"
1625,"Bydgoszcz"
1626,"Zielonki "
1627,"Staszów"
1628,"Dębica"
1629,"Inowrocław "
1630,"Chełmno"
1631,"Łęczna"
1632,"Jędrzejów"
1633,"Puławy"
1634,"Toruń"
1635,"Wieliczka"
1636,"Augustów"
1637,"Unisław "
1638,"Tarnobrzeg"
1639,"Kluczbork"
1640,"Gorlice"
1641,"Ruda Śląska"
1642,"Sanok"
1643,"Rybnik"
1644,"Małkinia Górna "
1645,"Kozy  "
1646,"Sanok"
1647,"Sandomierz"
1648,"Rumia"
1649,"Września"
1650,"Legnica"
1651,"Poznań"
1652,"Małkinia Górna "
1653,"Katowice"
1654,"Kurzętnik  "
1655,"Długołęka"
1656,"Brodnica"
1657,"Reda"
1658,"Poznań"
1659,"Konin"
1660,"Strzelce Opolskie"
1661,"Oświęcim"
1662,"Lubin"
1663,"Działdowo"
1664,"Działdowo"
1665,"Leszno"
1666,"Stalowa Wola"
1667,"Włocławek"
1668,"Bielsko-Biała"
1669,"Ustronie Morskie"
1670,"Sanok"
1671,"Świdnica"
1672,"Starogard Gdański"
1673,"Ksawerów  "
1674,"Nowogard"
1675,"Sandomierz"
1676,"Żagań "
1677,"Świeszyno "
1678,"Koszalin"
1679,"Niemce"
1680,"Kielce"
1681,"Nowa Sól"
1682,"Namysłów"
1683,"Międzyrzecz"
1684,"Żagań "
1685,"Siemiatycze"
1686,"Wrocław"
1687,"Długołęka"
1688,"Stargard"
1689,"Busko-Zdrój"
1690,"Jasło"
1691,"Mińsk Mazowiecki"
1692,"Starachowice"
1693,"Sławno"
1694,"Gliwice"
1695,"Przemyśl"
1696,"Kluczbork"
1697,"Łódź"
1698,"Czernikowo "
1699,"Świecie"
1700,"Gorlice"
1701,"Ostróda"
1702,"Kalisz"
1703,"Krasne  "
1704,"Małkinia Górna "
1705,"Ostróda"
1706,"Bolesławiec"
1707,"Stargard"
1708,"Chrzanów"
1709,"Raczki  "
1710,"Sulechów"
1711,"Słupsk"
1712,"Nowa Sól"
1713,"Słońsk"
1714,"Kołobrzeg"
1715,"Mońki"
1716,"Rzeszów"
1717,"Gubin"
1718,"Mońki"
1719,"Białystok"
1720,"Iława"
1721,"Prudnik"
1722,"Olsztyn"
1723,"Nysa"
1724,"Ruda Śląska"
1725,"Augustów"
1726,"Długołęka"
1727,"Jabłonna  "
1728,"Nowa Sól"
1729,"Gliwice"
1730,"Kraśnik"
1731,"Iława"
1732,"Bartoszyce"
1733,"Kraków"
1734,"Zambrów"
1735,"Sosnowiec"
1736,"Luzino  "
1737,"Nowy Sącz"
1738,"Jelenia Góra"
1739,"Gdynia"
1740,"Krasnystaw"
1741,"Świdnica"
1742,"Piotrków Trybunalski"
1743,"Toruń"
1744,"Piła"
1745,"Świeszyno "
1746,"Bielsk Podlaski"
1747,"Tarnów Opolski "
1748,"Małkinia Górna "
1749,"Sierakowice  "
1750,"Krasne  "
1751,"Mielec"
1752,"Rokietnica  "
1753,"Elbląg"
1754,"Gubin"
1755,"Świdnica"
1756,"Koszalin"
1757,"Lisia Góra "
1758,"Przytoczna"
1759,"Dęblin"
1760,"Andrespol"
1761,"Zakopane"
1762,"Police"
1763,"Biała Podlaska"
1764,"Starachowice"
1765,"Ustronie Morskie"
1766,"Bytom"
1767,"Nowy Targ"
1768,"Tłuszcz"
1769,"Strzelce Opolskie"
1770,"Ksawerów  "
1771,"Strzelce Opolskie"
1772,"Tychy"
1773,"Przytoczna"
1774,"Ostrów Wielkopolski"
1775,"Chojnice"
